Id,MaHoSo,SoBaoDanh,ThuTuNhanHoSo,MaSinhVien,MaBarcode,HoDem,Ten,GioiTinh,NgaySinh,DonViCuDiHoc,DanToc,TonGiao,HoKhauThuongTru,DiaChiLienLac,TenTinh,TenHuyen,TenPhuongXa,NoiSinhTinh,NoiSinhHuyen,NoiSinhPhuongXa,NguyenQuan,TenDoiTuong,TenDoiTuongChinhSach,KhuVuc,PhanHe,TruongTotNghiep,NgayVaoDoan,NgayVaoDang,SoCMND,NgayCap,NoiCapCMND,NoiCap,NgayNhapHoc,HoTenCha,NgheNghiepCha,HoTenMe,NgheNghiepMe,SoDienThoai,SoDienThoaiPhuHuynh,SoDienThoai2,SoDienThoai3,Email,EmailTruong,SoTaiKhoan,TenTaiKhoan,TenNganHang,ChiNhanhNganHang,MaBHXHBHYT,TrangThai,QuocTich,TruongLop12,SoQuyetDinh,NgayQuyetDinh,DotRaQuyetDinh,ChucVu,DonViCongTac,GhiChu,HinhTheSinhVienUrl,NgayImportAnhTheSv,NgayCapNhatAnhThe,AnhCMNDMatTruoc,AnhCMNDMatSau,AnhBangTotNghiep,AnhHocBa,AnhGiayKhaiSinh,AnhHoKhau,HoSoDaXacThuc,NgayXacThucHoSo,NgayTao,NgayCapNhat,IsDeleted
19d61bc9-2c93-412e-9d41-d605260d373a,HS027,SBD027,27,SV027,BC027,Vo Van,Manh,1,6/8/2005,THPT Nguyen Cong Tru,Kinh,Phat giao,101 Nguyen Chi Thanh P.3 Q.10 TP.HCM,101 Nguyen Chi Thanh P.3 Q.10 TP.HCM,TP.HCM,Quan 10,Phuong 3,Can Tho,Ninh Kieu,Cai Khe,,,,KV2,,THPT Nguyen Cong Tru,9/4/2020,,5/12/2022,,CA Can Tho,,,Vo Van Hiep,Cong An,Truong Thi Sam,Noi Tro,918765432,,,,manh.vv@mail.com,,,VO VAN MANH,ACB,Chi nhanh Quan 10,6789012345,1,Vi?t Nam,THPT Nguyen Cong Tru,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
43b2f2a9-112e-45ee-a7c7-9d729ad11df9,HS028,SBD028,28,SV028,BC028,Bui Thi,Nhung,0,24/12/2003,THPT Hoang Hoa Tham,Kinh,Khong,222 Ly Thuong Kiet P.10 Q.Tan Binh TP.HCM,222 Ly Thuong Kiet P.10 Q.Tan Binh TP.HCM,TP.HCM,Tan Binh,Phuong 10,Thanh Hoa,Sam Son,Quang Tien,,,,KV1,,THPT Hoang Hoa Tham,27/5/2020,,21/8/2021,,CA Thanh Hoa,,,Bui Van Duc,Quan Ly,Nguyen Thi Lan,Ban Hang,903456789,,,,nhung.bt@mail.com,,,BUI THI NHUNG,Eximbank,Chi nhanh Tan Binh,7890123456,1,Vi?t Nam,THPT Hoang Hoa Tham,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
25c503f6-c7de-4d18-900a-f2b24b6a6e6d,HS029,SBD029,29,SV029,BC029,Do Van,Thang,1,17/2/2005,THPT Nguyen Thi Dinh,Kinh,Thien Chua giao,333 Phan Van Tri P.11 Q.Go Vap TP.HCM,333 Phan Van Tri P.11 Q.Go Vap TP.HCM,TP.HCM,Go Vap,Phuong 11,Quang Ninh,Ha Long,Hong Hai,,,,KV3,,THPT Nguyen Thi Dinh,3/1/2020,,10/6/2023,,CA Quang Ninh,,,Do Van Binh,Ky Thuat,Tran Thi Van,Buon Ban,917890123,,,,thang.dv@mail.com,,,DO VAN THANG,VietinBank,Chi nhanh Go Vap,8901234567,1,Vi?t Nam,THPT Nguyen Thi Dinh,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
f43b1964-7e85-4f82-a499-391eb437cf38,HS030,SBD030,30,SV030,BC030,Dang Thi,Kim,0,4/10/2004,THPT Mac Dinh Chi,Kinh,Phat giao,40 Nguyen Van Luong P.10 Q.6 TP.HCM,40 Nguyen Van Luong P.10 Q.6 TP.HCM,TP.HCM,Quan 6,Phuong 10,Tay Ninh,Tay Ninh,Ward 3,,,,KV2,,THPT Mac Dinh Chi,12/7/2020,,2/9/2021,,CA Tay Ninh,,,Dang Van Tien,Giao Vien,Phan Thi Tam,Y Ta,979012345,,,,kim.dt@mail.com,,,DANG THI KIM,MBBank,Chi nhanh Quan 6,9012345678,1,Vi?t Nam,THPT Mac Dinh Chi,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
be0b52a8-fdf3-4a55-a14d-e84d2e4f68d4,HS031,SBD031,31,SV031,BC031,Huynh Van,Hiep,1,18/6/2005,THPT Tran Phu,Ede,Khong,500 Ly Thuong Kiet P.7 Q.Tan Binh TP.HCM,500 Ly Thuong Kiet P.7 Q.Tan Binh TP.HCM,TP.HCM,Tan Binh,Phuong 7,Dak Lak,Buon Ma Thuot,Tan Thanh,,,,KV2-NT,,THPT Tran Phu,25/3/2020,,15/4/2022,,CA Dak Lak,,,Huynh Van Tam,Bo Doi,Le Thi Hai,Ke Toan,980123456,,,,hiep.hv@mail.com,,,HUYNH VAN HIEP,VPBank,Chi nhanh Tan Binh,123456789,1,Vi?t Nam,THPT Tran Phu,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
5b82d1df-d36a-4e9d-8a64-bf83a6b774c7,HS032,SBD032,32,SV032,BC032,Nguyen Thi,Tuyet,0,27/2/2004,THPT Le Hong Phong,Kinh,Thien Chua giao,99 Pham Ngoc Thach P.6 Q.3 TP.HCM,99 Pham Ngoc Thach P.6 Q.3 TP.HCM,TP.HCM,Quan 3,Phuong 6,Da Lat,Bao Loc,Loc Chau,,,,KV1,,THPT Le Hong Phong,14/9/2019,,8/1/2023,,CA Lam Dong,,,Nguyen Van Loc,Cong Nhan,Do Thi Yen,Noi Tro,961234567,,,,tuyet.nt@mail.com,,,NGUYEN THI TUYET,Techcombank,Chi nhanh Quan 3,1234567890,1,Vi?t Nam,THPT Le Hong Phong,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
88c38b26-e571-44b6-bd5a-dfcdfe90928b,HS033,SBD033,33,SV033,BC033,Tran Van,Cuong,1,5/10/2003,THPT Phu Nhuan,Kinh,Phat giao,111 Phan Dinh Phung P.1 Q.Phu Nhuan TP.HCM,111 Phan Dinh Phung P.1 Q.Phu Nhuan TP.HCM,TP.HCM,Phu Nhuan,Phuong 1,Ha Noi,Hoan Kiem,Chuong Duong,,,,KV3,,THPT Phu Nhuan,2/11/2020,,23/5/2022,,CA Ha Noi,,,Tran Van Duc,Quan Ly,Nguyen Thi Lan,Buon Ban,903456789,,,,cuong.tv@mail.com,,,TRAN VAN CUONG,Sacombank,Chi nhanh Phu Nhuan,2345678901,1,Vi?t Nam,THPT Phu Nhuan,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
0f7cc278-ecff-4f0f-a2a4-5d19c0aa5385,HS034,SBD034,34,SV034,BC034,Do Thi,Lien,0,19/4/2005,THPT Binh Hung Hoa,Kinh,Khong,222 Binh Tri Dong P.Binh Hung Hoa Q.Binh Tan TP.HCM,222 Binh Tri Dong P.Binh Hung Hoa Q.Binh Tan TP.HCM,TP.HCM,Binh Tan,Binh Hung Hoa,Long An,Tan An,Ward 5,,,,KV2,,THPT Binh Hung Hoa,16/6/2020,,12/10/2021,,CA Long An,,,Do Van Chung,Nhan Vien,Le Thi Hoa,Ke Toan,914567890,,,,lien.dt@mail.com,,,DO THI LIEN,ACB,Chi nhanh Binh Tan,3456789012,1,Vi?t Nam,THPT Binh Hung Hoa,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
c30d9f46-fd63-4899-973e-b23f2d3259fc,HS035,SBD035,35,SV035,BC035,Le Van,Trung,1,8/12/2004,THPT Nguyen Thi Dieu,Kinh,Thien Chua giao,333 Hai Ba Trung P.1 Q.3 TP.HCM,333 Hai Ba Trung P.1 Q.3 TP.HCM,TP.HCM,Quan 3,Phuong 1,Tien Giang,My Tho,Ward 7,,,,KV2-NT,,THPT Nguyen Thi Dieu,7/1/2020,,1/3/2023,,CA Tien Giang,,,Le Van Chinh,Lao Dong,Pham Thi Mien,Ban Hang,975678901,,,,trung.lv@mail.com,,,LE VAN TRUNG,Eximbank,Chi nhanh Quan 3,4567890123,1,Vi?t Nam,THPT Nguyen Thi Dieu,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
32600129-d66d-4993-b2b7-7002fa735b25,HS036,SBD036,36,SV036,BC036,Nguyen Thi,Hong,0,26/3/2005,THPT Tran Quoc Tuan,Kinh,Phat giao,444 Ly Thuong Kiet P.5 Q.10 TP.HCM,444 Ly Thuong Kiet P.5 Q.10 TP.HCM,TP.HCM,Quan 10,Phuong 5,Vinh Long,Vinh Long,Ward 8,,,,KV3,,THPT Tran Quoc Tuan,21/5/2020,,14/9/2022,,CA Vinh Long,,,Nguyen Van Dat,Ky Su,Tran Thi Thao,Noi Tro,986789012,,,,hong.nt@mail.com,,,NGUYEN THI HONG,VietinBank,Chi nhanh Quan 10,5678901234,1,Vi?t Nam,THPT Tran Quoc Tuan,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
54c5c381-7a17-437c-8ba2-3c46d1a2a30b,HS037,SBD037,37,SV037,BC037,Phan Van,Duy,1,10/1/2004,THPT Ho Chi Minh,Kinh,Khong,555 CMT8 P.13 Q.10 TP.HCM,555 CMT8 P.13 Q.10 TP.HCM,TP.HCM,Quan 10,Phuong 13,Soc Trang,Soc Trang,Ward 2,,,,KV2,,THPT Ho Chi Minh,4/12/2019,,30/1/2021,,CA Soc Trang,,,Phan Van Hiep,Cong An,Nguyen Thi Yen,Ke Toan,967890123,,,,duy.pv@mail.com,,,PHAN VAN DUY,MBBank,Chi nhanh Quan 10,6789012345,1,Vi?t Nam,THPT Ho Chi Minh,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
c5d0e7bb-136e-4648-b3c4-5cd4e2913b8e,HS038,SBD038,38,SV038,BC038,Vo Thi,Nguyet,0,22/7/2005,THPT Gia Long,Kinh,Thien Chua giao,666 Le Hong Phong P.1 Q.5 TP.HCM,666 Le Hong Phong P.1 Q.5 TP.HCM,TP.HCM,Quan 5,Phuong 1,Kien Giang,Rach Gia,Vinh Thanh,,,,KV1,,THPT Gia Long,19/8/2020,,7/7/2023,,CA Kien Giang,,,Vo Van Hung,Bo Doi,Pham Thi Loan,Ban Hang,908901234,,,,nguyet.vt@mail.com,,,VO THI NGUYET,VPBank,Chi nhanh Quan 5,7890123456,1,Vi?t Nam,THPT Gia Long,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
65f3d281-bb5c-4c08-85b3-cb1a60122bfa,HS039,SBD039,39,SV039,BC039,Nguyen Van,Tuan,1,14/9/2003,THPT Ngo Quyen,Kinh,Phat giao,777 Nguyen Trai P.12 Q.5 TP.HCM,777 Nguyen Trai P.12 Q.5 TP.HCM,TP.HCM,Quan 5,Phuong 12,An Giang,Long Xuyen,My Hoa Hung,,,,KV3,,THPT Ngo Quyen,2/2/2020,,24/4/2022,,CA An Giang,,,Nguyen Van Thuan,Lao Dong,Le Thi Hoa,Noi Tro,917890123,,,,tuan.nv@mail.com,,,NGUYEN VAN TUAN,Techcombank,Chi nhanh Quan 5,8901234567,1,Vi?t Nam,THPT Ngo Quyen,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
bb209091-3e20-48eb-91e6-0e0d64e23845,HS040,SBD040,40,SV040,BC040,Tran Thi,Phuong,0,1/1/2005,THPT Nguyen Thuong Hien,Kinh,Khong,888 Le Van Sy P.1 Q.Phu Nhuan TP.HCM,888 Le Van Sy P.1 Q.Phu Nhuan TP.HCM,TP.HCM,Phu Nhuan,Phuong 1,Ca Mau,Ca Mau,Ward 5,,,,KV2,,THPT Nguyen Thuong Hien,16/10/2020,,11/1/2023,,CA Ca Mau,,,Tran Van Binh,Ky Thuat,Pham Thi Nga,Giao Vien,979012345,,,,phuong.tt@mail.com,,,TRAN THI PHUONG,Sacombank,Chi nhanh Phu Nhuan,9012345678,1,Vi?t Nam,THPT Nguyen Thuong Hien,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
49cd91f0-06e1-4936-9057-40cd482ef3e0,HS041,SBD041,41,SV041,BC041,Nguyen Van,Phuoc,1,10/3/2004,THPT Ngo Si Lien,Kinh,Thien Chua giao,999 Tran Hung Dao P.3 Q.5 TP.HCM,999 Tran Hung Dao P.3 Q.5 TP.HCM,TP.HCM,Quan 5,Phuong 3,Ha Noi,Ha Dong,Phuc La,,,,KV2-NT,,THPT Ngo Si Lien,5/1/2020,,26/6/2021,,CA Ha Noi,,,Nguyen Van Hau,Cong An,Do Thi Kim,Ke Toan,980123456,,,,phuoc.nv@mail.com,,,NGUYEN VAN PHUOC,ACB,Chi nhanh Quan 5,123456789,1,Vi?t Nam,THPT Ngo Si Lien,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
3f4538d5-21c0-4384-9d10-00615a1d9fd4,HS042,SBD042,42,SV042,BC042,Pham Thi,Yen,0,24/11/2005,THPT Le Loi,Kinh,Phat giao,11 Le Duan P.Ben Nghe Q.1 TP.HCM,11 Le Duan P.Ben Nghe Q.1 TP.HCM,TP.HCM,Quan 1,Ben Nghe,TP.HCM,Quan 1,Ben Nghe,,,,KV1,,THPT Le Loi,28/7/2020,,15/2/2023,,CA TP.HCM,,,Pham Van Thinh,Quan Ly,Le Thi Thu,Noi Tro,961234567,,,,yen.pt@mail.com,,,PHAM THI YEN,Eximbank,Chi nhanh Quan 1,1234567890,1,Vi?t Nam,THPT Le Loi,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
a00ebf3e-c15e-4ef7-a6d1-e20d98642c3e,HS043,SBD043,43,SV043,BC043,Hoang Van,Minh,1,17/5/2004,THPT Nguyen Thi Dinh,Dao,Khong,22 Nguyen Hue P.Ben Nghe Q.1 TP.HCM,22 Nguyen Hue P.Ben Nghe Q.1 TP.HCM,TP.HCM,Quan 1,Ben Nghe,TP.HCM,Quan 1,Ben Nghe,,,,KV3,,THPT Nguyen Thi Dinh,10/2/2020,,4/7/2021,,CA TP.HCM,,,Hoang Van Nam,Lao Dong,Tran Thi Lien,Ban Hang,903456789,,,,minh.hv@mail.com,,,HOANG VAN MINH,VietinBank,Chi nhanh Quan 1,2345678901,1,Vi?t Nam,THPT Nguyen Thi Dinh,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
143f4313-1c17-4066-a3bb-473f369c20d2,HS044,SBD044,44,SV044,BC044,Le Thi,Ngoc,0,3/9/2005,THPT Nguyen Hue,Kinh,Thien Chua giao,33 Le Loi P.Ben Nghe Q.1 TP.HCM,33 Le Loi P.Ben Nghe Q.1 TP.HCM,TP.HCM,Quan 1,Ben Nghe,Ha Noi,Ba Dinh,Giang Vo,,,,KV2,,THPT Nguyen Hue,23/6/2020,,20/9/2022,,CA Ha Noi,,,Le Van Tien,Giao Vien,Bui Thi Hoa,Buon Ban,914567890,,,,ngoc.lt@mail.com,,,LE THI NGOC,MBBank,Chi nhanh Quan 1,3456789012,1,Vi?t Nam,THPT Nguyen Hue,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
cc72e22b-396b-441a-80c5-26746483926a,HS045,SBD045,45,SV045,BC045,Trinh Van,Huy,1,16/12/2003,THPT Ngo Quyen,Kinh,Phat giao,44 Dong Khoi P.Ben Nghe Q.1 TP.HCM,44 Dong Khoi P.Ben Nghe Q.1 TP.HCM,TP.HCM,Quan 1,Ben Nghe,Nam Dinh,My Loc,My Thuan,,,,KV2-NT,,THPT Ngo Quyen,14/8/2019,,9/1/2023,,CA Nam Dinh,,,Trinh Van Cuong,Ky Su,Ho Thi Minh,Noi Tro,975678901,,,,huy.tv@mail.com,,,TRINH VAN HUY,VPBank,Chi nhanh Quan 1,4567890123,1,Vi?t Nam,THPT Ngo Quyen,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
af881d2b-27eb-4974-87ae-e3173aa7ef4e,HS046,SBD046,46,SV046,BC046,Bui Thi,Thuy,0,29/7/2005,THPT Nguyen Thi Dinh,Kinh,Khong,55 Pasteur P.Ben Nghe Q.1 TP.HCM,55 Pasteur P.Ben Nghe Q.1 TP.HCM,TP.HCM,Quan 1,Ben Nghe,Binh Dinh,An Nhon,Binh Dinh,,,,KV1,,THPT Nguyen Thi Dinh,7/11/2020,,3/4/2022,,CA Binh Dinh,,,Bui Van Chinh,Cong An,Nguyen Thi Ha,Ke Toan,986789012,,,,thuy.bt@mail.com,,,BUI THI THUY,Techcombank,Chi nhanh Quan 1,5678901234,1,Vi?t Nam,THPT Nguyen Thi Dinh,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
77205347-b8f6-4355-9e8f-4ad8aa01c872,HS047,SBD047,47,SV047,BC047,Do Van,Minh,1,11/2/2004,THPT Le Quy Don,Kinh,Thien Chua giao,66 Han Thuyen P.Ben Nghe Q.1 TP.HCM,66 Han Thuyen P.Ben Nghe Q.1 TP.HCM,TP.HCM,Quan 1,Ben Nghe,Hue,Thuan An,Thuan An,,,,KV3,,THPT Le Quy Don,20/1/2020,,27/11/2021,,CA Hue,,,Do Van Chung,Bo Doi,Tran Thi Mai,Ban Hang,967890123,,,,minh.dv@mail.com,,,DO VAN MINH,Sacombank,Chi nhanh Quan 1,6789012345,1,Vi?t Nam,THPT Le Quy Don,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
c56f4f79-4881-49e9-8ec8-016b3f8741cf,HS048,SBD048,48,SV048,BC048,Le Thi,Ha,0,4/8/2003,THPT Phan Chu Trinh,Kinh,Phat giao,77 Cong Xa Paris P.Ben Nghe Q.1 TP.HCM,77 Cong Xa Paris P.Ben Nghe Q.1 TP.HCM,TP.HCM,Quan 1,Ben Nghe,Quang Nam,Tam Ky,Phuoc Hoa,,,,KV2,,THPT Phan Chu Trinh,13/5/2020,,10/2/2023,,CA Quang Nam,,,Le Van Khanh,Lao Dong,Pham Thi Ngoc,Noi Tro,908901234,,,,ha.lt@mail.com,,,LE THI HA,ACB,Chi nhanh Quan 1,7890123456,1,Vi?t Nam,THPT Phan Chu Trinh,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
9f7ef659-41ab-439e-bb35-91c0d7c86555,HS049,SBD049,49,SV049,BC049,Tran Van,Thien,1,22/10/2005,THPT Nguyen Thi Minh Khai,Kinh,Khong,88 Nam Ky Khoi Nghia P.Ben Nghe Q.1 TP.HCM,88 Nam Ky Khoi Nghia P.Ben Nghe Q.1 TP.HCM,TP.HCM,Quan 1,Ben Nghe,TP.HCM,Tan Phu,Tan Quy,,,,KV2-NT,,THPT Nguyen Thi Minh Khai,6/9/2020,,4/5/2022,,CA TP.HCM,,,Tran Van Chinh,Giao Vien,Ho Thi Ly,Ke Toan,917890123,,,,thien.tv@mail.com,,,TRAN VAN THIEN,Eximbank,Chi nhanh Quan 1,8901234567,1,Vi?t Nam,THPT Nguyen Thi Minh Khai,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
5bd4ef59-69f8-4ccf-ae5a-31643c46d0bb,HS050,SBD050,50,SV050,BC050,Vu Thi,Loan,0,15/4/2004,THPT Ngo Gia Tu,Kinh,Thien Chua giao,99 Nguyen Thi Minh Khai P.Pham Ngu Lao Q.1 TP.HCM,99 Nguyen Thi Minh Khai P.Pham Ngu Lao Q.1 TP.HCM,TP.HCM,Quan 1,Pham Ngu Lao,Hai Phong,Hong Bang,Bach Dang,,,,KV1,,THPT Ngo Gia Tu,29/12/2019,,28/11/2021,,CA Hai Phong,,,Vu Van Truong,Ky Su,Do Thi Minh,Buon Ban,979012345,,,,loan.vt@mail.com,,,VU THI LOAN,VietinBank,Chi nhanh Quan 1,9012345678,1,Vi?t Nam,THPT Ngo Gia Tu,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
6f1c4b71-b3c0-4208-a28c-234dfe073dd2,HS051,SBD051,51,SV051,BC051,Phan Van,Anh,1,1/6/2005,THPT Nguyen Khuyen,Kinh,Phat giao,150 Nguyen Thai Hoc P.Cau Ong Lanh Q.1 TP.HCM,150 Nguyen Thai Hoc P.Cau Ong Lanh Q.1 TP.HCM,TP.HCM,Quan 1,Cau Ong Lanh,Hai Duong,Chi Linh,Sao Do,,,,KV3,,THPT Nguyen Khuyen,11/3/2020,,17/8/2022,,CA Hai Duong,,,Phan Van Long,Cong Nhan,Le Thi Duyen,Noi Tro,980123456,,,,anh.pv@mail.com,,,PHAN VAN ANH,MBBank,Chi nhanh Quan 1,123456789,1,Vi?t Nam,THPT Nguyen Khuyen,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
aa02cb5a-13fc-45a2-9625-6d420b3d32a7,HS052,SBD052,52,SV052,BC052,Le Thi,Tram,0,20/8/2004,THPT Vo Thi Sau,Kinh,Khong,200 Hai Ba Trung P.Da Kao Q.1 TP.HCM,200 Hai Ba Trung P.Da Kao Q.1 TP.HCM,TP.HCM,Quan 1,Da Kao,Quang Tri,Dong Ha,Ward 1,,,,KV2,,THPT Vo Thi Sau,24/5/2020,,6/3/2021,,CA Quang Tri,,,Le Van Tien,Giao Vien,Do Thi Lan,Ke Toan,961234567,,,,tram.lt@mail.com,,,LE THI TRAM,VPBank,Chi nhanh Quan 1,1234567890,1,Vi?t Nam,THPT Vo Thi Sau,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
db2c11a6-1cc0-4f0a-a6e6-9d51d4f7b5e0,HS053,SBD053,53,SV053,BC053,Nguyen Minh,Tri,1,14/12/2003,THPT Tran Quy Cap,Kinh,Thien Chua giao,300 Nam Ky Khoi Nghia P.Da Kao Q.1 TP.HCM,300 Nam Ky Khoi Nghia P.Da Kao Q.1 TP.HCM,TP.HCM,Quan 1,Da Kao,Quang Nam,Hoi An,Cua Dai,,,,KV2-NT,,THPT Tran Quy Cap,17/10/2019,,21/9/2022,,CA Quang Nam,,,Nguyen Van Dung,Quan Nhan,Tran Thi Mai,Ban Hang,903456789,,,,tri.nm@mail.com,,,NGUYEN MINH TRI,Techcombank,Chi nhanh Quan 1,2345678901,1,Vi?t Nam,THPT Tran Quy Cap,,,,,,,https://filestorage-avatar.png,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,,,,,,,TRUE,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,2025-07-07 15:29:56.754 +0700,FALSE
